table_field
afpo.verid
afpo.verto
afpo.vfmng
afpo.weaed
afpo.webaz
afpo.wemng
afpo.wempf
afpo.wepos
afpo.weunb
afpo.wewrt
afpo.xloek
ankt.anlkl
ankt.is_deleted
ankt.mandt
ankt.operation_flag
ankt.recordstamp
ankt.spras
ankt.txa50
ankt.txk20
ankt.txk50
ankt.txt50
ankt.xltxid
anla.abgdt
anla.act_change_pm
anla.aedat
anla.aenam
anla.aibdt
anla.aibn1
anla.aibn2
anla.aimmo
anla.aktiv
anla.aneqk
anla.aneqs
anla.anlar
anla.anlkl
anla.anln1
anla.anln2
anla.anltp
anla.anlue
anla.antei
anla.anupd
anla.approval_number
anla.approval_version
anla.asset_version
anla.aufla
anla.bogus_anln1
anla.bstdt
anla.bukrs
anla.deakt
anla.eaufn
anla.ehwnr
anla.ehwrt
anla.ehwzu
anla.eigkz
anla.erdat
anla.ernam
anla.feins
anla.felei
anla.fiamt
anla.flurk
anla.flurn
anla.gdlgrp
anla.gegst
anla.gplab
anla.grblt
anla.grbnd
anla.grein
anla.grlfd
anla.grufl
anla.grund
anla.gruvo
anla.has_tddp
anla.herst
anla.inken
anla.internal_code
anla.invnr
anla.invzu
anla.is_deleted
anla.ivdat
anla.izwek
anla.ktogr
anla.land1
anla.last_reorg_date
anla.lbasw
anla.lblnr
anla.leabg
anla.leafi
anla.leanz
anla.leart
anla.legeb
anla.lejar
anla.leper
anla.letxt
anla.liefe
anla.lifnr
anla.lkauf
anla.lkdat
anla.lkuza
anla.lkuzi
anla.llavb
anla.lmzin
anla.lrvdat
anla.lryth
anla.ltzbw
anla.lvdat
anla.lvors
anla.lvtnr
anla.lzins
anla.mandt
anla.mcoa1
anla.meins
anla.menge
anla.objnr
anla.operation_flag
anla.ord41
anla.ord42
anla.ord43
anla.ord44
anla.posnr
anla.projn
anla.recordstamp
anla.sernr
anla.spras
anla.stadt
anla.txa50
anla.txt50
anla.typbz
anla.umwkz
anla.urjhr
anla.urwrt
anla.vbund
anla.vmgli
anla.wrtma
anla.xafabch
anla.xaktiv
anla.xanlgr
anla.xerwrt
anla.xherid
anla.xinvm
anla.xkalid
anla.xleaid
anla.xloev
anla.xltxid
anla.xopvw
anla.xspeb
anla.xtchid
anla.xv0dt
anla.xv0nm
anla.xv1dt
anla.xv1nm
anla.xv2dt
anla.xv2nm
anla.xv3dt
anla.xv3nm
anla.xv4dt
anla.xv4nm
anla.xv5dt
anla.xv5nm
anla.xv6dt
anla.xv6nm
anla.xverid
anla.xvrmw
anla.zuawa
anla.zugdt
anla.zujhr
anla.zuper
aufk.abgsl
aufk.abkrs
aufk.abukr
aufk.ad01profnr
aufk.adrnra
aufk.aedat
aufk.aenam
aufk.aezeit
aufk.akstl
aufk.anfaufnr
aufk.astkz
aufk.astnr
aufk.auart
aufk.aufex
aufk.aufk_status
aufk.aufnr
aufk.autyp
aufk.awsls
aufk.bemot
aufk.bukrs
aufk.cckey
aufk.claim_control
aufk.costestnr
aufk.cstg_vrnt
aufk.cum_auest
aufk.cum_cmnum
aufk.cum_desnum
aufk.cum_indcu
aufk.cycle
aufk.erdat
aufk.erfzeit
aufk.ernam
aufk.estnr
aufk.etype
aufk.ferc_ind
aufk.flg_mltps
aufk.func_area
aufk.gsber
aufk.idat1
aufk.idat2
aufk.idat3
aufk.is_deleted
aufk.itml_aenappl
aufk.itml_aendatum
aufk.itml_aenderer
aufk.itml_aenzeit
aufk.itml_art
aufk.itml_commchnl
aufk.itml_erfappl
aufk.itml_erfasser
aufk.itml_erfdatum
aufk.itml_erfzeit
aufk.itml_eva_rel
aufk.itml_exc_exists
aufk.itml_hziel
aufk.itml_jahr
aufk.itml_land
aufk.itml_mail_nr
aufk.itml_mast_akt
aufk.itml_matnr
aufk.itml_nation
aufk.itml_prio
aufk.itml_respo
aufk.itml_schritt
aufk.itml_stat
aufk.itml_stufe
aufk.itml_typ
aufk.itml_vorgaenger
aufk.ivpro
aufk.izwek
aufk.jv_jibcl
aufk.jv_jibsa
aufk.jv_oco
aufk.kalsm
aufk.kappl
aufk.kdauf
aufk.kdpos
aufk.kokrs
aufk.kostl
aufk.kostv
aufk.kstar
aufk.kstempf
aufk.ktext
aufk.kvewe
aufk.loekz
aufk.logsystem
aufk.ltext
aufk.mandt
aufk.objid
aufk.objnr
aufk.operation_flag
aufk.otype
aufk.pdat1
aufk.pdat2
aufk.pdat3
aufk.phas0
aufk.phas1
aufk.phas2
aufk.phas3
aufk.pkosa
aufk.plgkz
aufk.plint
aufk.prctr
aufk.procnr
aufk.proty
aufk.pspel
aufk.recid
aufk.recordstamp
aufk.refnr
aufk.rsord
aufk.saknr
aufk.scope
aufk.sdate
aufk.seqnr
aufk.setnm
aufk.sizecl
aufk.sowrk
aufk.stdat
aufk.stort
aufk.txjcd
aufk.umwkz
aufk.update_control
aufk.update_needed
aufk.user0
aufk.user1
aufk.user2
aufk.user3
aufk.user4
aufk.user5
aufk.user6
aufk.user7
aufk.user8
aufk.user9
aufk.vaplz
aufk.veraa_user
aufk.vname
aufk.vogrp
aufk.waers
aufk.wawrk
aufk.werks
aufk.zschl
aufk.zschm
aufk.zzdummy
bkpf.adisc
bkpf.aedat
bkpf.arcid
bkpf.ausbk
bkpf.awkey
bkpf.awsys
bkpf.awtyp
bkpf.basw2
bkpf.basw3
bkpf.batch
bkpf.belnr
bkpf.bktxt
bkpf.blart
bkpf.bldat
bkpf.blind
bkpf.brnch
bkpf.bstat
bkpf.budat
bkpf.bukrs
bkpf.bvorg
bkpf.cash_alloc
bkpf.ccins
bkpf.ccnum
bkpf.cpudt
bkpf.cputm
bkpf.ctxkrs
bkpf.curt2
bkpf.curt3
bkpf.dbblg
bkpf.doccat
bkpf.dokid
bkpf.duefl
bkpf.exclude_flag
bkpf.fikrs
bkpf.fm_umart
bkpf.follow_on
bkpf.frath
bkpf.gjahr
bkpf.glvor
bkpf.grpid
bkpf.hwae2
bkpf.hwae3
bkpf.hwaer
bkpf.iblar
bkpf.intdate
bkpf.intform
bkpf.inwarddt_hd
bkpf.inwardno_hd
bkpf.is_deleted
bkpf.knumv
bkpf.kur2x
bkpf.kur3x
bkpf.kurs2
bkpf.kurs3
bkpf.kursf
bkpf.kurst
bkpf.kursx
bkpf.kuty2
bkpf.kuty3
bkpf.kzkrs
bkpf.kzwrs
bkpf.ldgrp
bkpf.lotkz
bkpf.mandt
bkpf.monat
bkpf.numpg
bkpf.offset_refer_dat
bkpf.offset_status
bkpf.operation_flag
bkpf.penrc
bkpf.ppdat
bkpf.ppnam
bkpf.pptcod
bkpf.pptme
bkpf.propmano
bkpf.psoak
bkpf.psobt
bkpf.psodt
bkpf.psofn
bkpf.psoks
bkpf.psosg
bkpf.psotm
bkpf.psoty
bkpf.psozl
bkpf.pybasdat
bkpf.pybasno
bkpf.pybastyp
bkpf.pyiban
bkpf.recordstamp
bkpf.reindat
bkpf.resubmission
bkpf.rldnr
bkpf.sampled
bkpf.sapf15_status
bkpf.sname
bkpf.ssblk
bkpf.stblg
bkpf.stgrd
bkpf.stjah
bkpf.stodt
bkpf.subset
bkpf.tcode
bkpf.txkrs
bkpf.umrd2
bkpf.umrd3
bkpf.upddt
bkpf.usnam
bkpf.vatdate
bkpf.waers
bkpf.wwert
bkpf.xblnr
bkpf.xblnr_alt
bkpf.xmca
bkpf.xmwst
bkpf.xnetb
bkpf.xref1_hd
bkpf.xref2_hd
bkpf.xreorg
bkpf.xreversal
bkpf.xrueb
bkpf.xsnet
bkpf.xsplit
bkpf.xstov
bkpf.xusvr
bkpf.xwvof
bseg.abper
bseg.absbt
bseg.acritmtype
bseg.acrobj_id
bseg.acrobjtype
bseg.acrsobj_id
bseg.agzei
bseg.altkt
bseg.anbwa
bseg.anfae
bseg.anfbj
bseg.anfbn
bseg.anfbu
bseg.anln1
bseg.anln2
bseg.aplzl
bseg.aufnr
bseg.aufpl
bseg.augbl
bseg.augcp
bseg.augdt
bseg.auggj
bseg.bdif2
bseg.bdif3
bseg.bdiff
bseg.belnr
bseg.bewar
bseg.blnbt
bseg.blnkz
bseg.blnpz
bseg.bonfb
bseg.bpmng
bseg.bprme
bseg.bschl
bseg.btype
bseg.bualt
bseg.budget_pd
bseg.bukrs
bseg.bupla
bseg.bustw
bseg.buzei
bseg.buzid
bseg.bvtyp
bseg.bwkey
bseg.bwtar
bseg.bzdat
bseg.ccbtc
bseg.cession_kz
bseg.dabrz
bseg.depot
bseg.diekz
bseg.disbj
bseg.disbn
bseg.disbz
bseg.dmb21
bseg.dmb22
bseg.dmb23
bseg.dmb31
bseg.dmb32
bseg.dmb33
bseg.dmbe2
bseg.dmbe3
bseg.dmbt1
bseg.dmbt2
bseg.dmbt3
bseg.dmbtr
bseg.docln
bseg.dtws1
bseg.dtws2
bseg.dtws3
bseg.dtws4
bseg.ebeln
bseg.ebelp
bseg.egbld
bseg.eglld
bseg.egrup
bseg.elikz
bseg.empfb
bseg.erfme
bseg.erfmg
bseg.esrnr
bseg.esrpz
bseg.esrre
bseg.eten2
bseg.etype
bseg.fastpay
bseg.fdgrp
bseg.fdlev
bseg.fdtag
bseg.fdwbt
bseg.filkd
bseg.fipos
bseg.fistl
bseg.fkber
bseg.fkber_long
bseg.fkont
bseg.fmfgus_key
bseg.fmxdocln
bseg.fmxdocnr
bseg.fmxyear
bseg.fmxzekkn
bseg.fwbas
bseg.fwzuz
bseg.gbetr
bseg.geber
bseg.gityp
bseg.gjahr
bseg.glupm
bseg.gmvkz
bseg.grant_nbr
bseg.gricd
bseg.grirg
bseg.ground_dt
bseg.ground_no
bseg.ground_typ
bseg.gsber
bseg.gst_part
bseg.gvtyp
bseg.hbkid
bseg.hkont
bseg.hktid
bseg.hrkft
bseg.hsn_sac
bseg.hwbas
bseg.hwmet
bseg.hwzuz
bseg.hzuon
bseg.idxsp
bseg.ignr_ivref
bseg.imkey
bseg.intreno
bseg.inward_dt
bseg.inward_no
bseg.irn
bseg.is_deleted
bseg.j_1tpbupl
bseg.kblnr
bseg.kblpos
bseg.kidno
bseg.kkber
bseg.klibt
bseg.koart
bseg.kokrs
bseg.kontl
bseg.kontt
bseg.kostl
bseg.kstar
bseg.kstrg
bseg.ktosl
bseg.kunnr
bseg.kursr
bseg.kzbtr
bseg.landl
bseg.lifnr
bseg.linfv
bseg.lnran
bseg.lokkt
bseg.lstar
bseg.lzbkz
bseg.maber
bseg.madat
bseg.mandt
bseg.mansp
bseg.manst
bseg.matnr
bseg.measure
bseg.meins
bseg.menge
bseg.mndid
bseg.mschl
bseg.mwart
bseg.mwsk1
bseg.mwsk2
bseg.mwsk3
bseg.mwskz
bseg.mwst2
bseg.mwst3
bseg.mwsts
bseg.navfw
bseg.navh2
bseg.navh3
bseg.navhw
bseg.nebtr
bseg.nplnr
bseg.nprei
bseg.obzei
bseg.operation_flag
bseg.paobjnr
bseg.pargb
bseg.pasubnr
bseg.pays_prov
bseg.pays_tran
bseg.pbudget_pd
bseg.peinh
bseg.pendays
bseg.penfc
bseg.penlc1
bseg.penlc2
bseg.penlc3
bseg.penrc
bseg.pernr
bseg.perop_beg
bseg.perop_end
bseg.pfkber
bseg.pgeber
bseg.pgrant_nbr
bseg.plc_sup
bseg.popts
bseg.posn2
bseg.ppa_ex_ind
bseg.ppdif2
bseg.ppdif3
bseg.ppdiff
bseg.pprct
bseg.prctr
bseg.prodper
bseg.projk
bseg.projn
bseg.prznr
bseg.psalt
bseg.psegment
bseg.pswbt
bseg.pswsl
bseg.pyamt
bseg.pycur
bseg.pymtkey
bseg.qbshb
bseg.qsfbt
bseg.qsshb
bseg.qsskz
bseg.qsznr
bseg.rdif2
bseg.rdif3
bseg.rdiff
bseg.re_account
bseg.re_bukrs
bseg.rebzg
bseg.rebzj
bseg.rebzt
bseg.rebzz
bseg.recid
bseg.recordstamp
bseg.recrf
bseg.rewrt
bseg.rewwr
bseg.rfzei
bseg.rpacq
bseg.rstgr
bseg.ryacq
bseg.saknr
bseg.samnr
bseg.sctax
bseg.secco
bseg.segment
bseg.sgtxt
bseg.shkzg
bseg.shzuz
bseg.skfbt
bseg.sknt2
bseg.sknt3
bseg.sknto
bseg.spgrc
bseg.spgrg
bseg.spgrm
bseg.spgrp
bseg.spgrq
bseg.spgrs
bseg.spgrt
bseg.spgrv
bseg.squan
bseg.srtype
bseg.stbuk
bseg.stceg
bseg.stekz
bseg.sttax
bseg.taxps
bseg.tbtkz
bseg.txbfw
bseg.txbh2
bseg.txbh3
bseg.txbhw
bseg.txdat
bseg.txgrp
bseg.txjcd
bseg.umsks
bseg.umskz
bseg.uzawe
bseg.valobj_id
bseg.valobjtype
bseg.valsobj_id
bseg.valut
bseg.vbel2
bseg.vbeln
bseg.vbewa
bseg.vbund
bseg.vertn
bseg.vertt
bseg.vname
bseg.vorgn
bseg.vprsv
bseg.vptnr
bseg.vrsdt
bseg.vrskz
bseg.werks
bseg.wmwst
bseg.wrbt1
bseg.wrbt2
bseg.wrbt3
bseg.wrbtr
bseg.wskto
bseg.wverw
bseg.xanet
bseg.xauto
bseg.xbilk
bseg.xcpdd
bseg.xegdr
bseg.xfakt
bseg.xfrge_bseg
bseg.xhkom
bseg.xhres
bseg.xinve
bseg.xkres
bseg.xlgclr
bseg.xncop
bseg.xnegp
bseg.xopvw
bseg.xpanz
bseg.xpypr
bseg.xragl
bseg.xref1
bseg.xref2
bseg.xref3
bseg.xsauf
bseg.xserg
bseg.xskrl
bseg.xskst
bseg.xspro
bseg.xuman
bseg.xumsw
bseg.xzahl
bseg.zbd1p
bseg.zbd1t
bseg.zbd2p
bseg.zbd2t
bseg.zbd3t
bseg.zbfix
bseg.zekkn
bseg.zfbdt
bseg.zinkz
bseg.zlsch
bseg.zlspr
bseg.zolld
bseg.zollt
bseg.zterm
bseg.zumsk
bseg.zuonr
cepc.abtei
cepc.anred
cepc.bukrs
cepc.datab
cepc.datbi
cepc.datlt
cepc.drnam
cepc.ersda
cepc.etype
cepc.is_deleted
cepc.kalsm
cepc.kappl
cepc.khinr
cepc.kokrs
cepc.kvewe
cepc.land1
cepc.lock_ind
cepc.logsystem
cepc.mandt
cepc.merkmal
cepc.name1
cepc.name2
cepc.name3
cepc.name4
cepc.nprctr
cepc.operation_flag
cepc.ort01
cepc.ort02
cepc.pca_template
cepc.pfach
cepc.prctr
cepc.pstl2
cepc.pstlz
cepc.recid
cepc.recordstamp
cepc.regio
cepc.segment
cepc.spras
cepc.stras
cepc.telbx
cepc.telf1
cepc.telf2
cepc.telfx
cepc.teltx
cepc.telx1
cepc.txjcd
cepc.usnam
cepc.verak
cepc.verak_user
cepc.vname
cepc.waers
cepct.datbi
cepct.is_deleted
cepct.kokrs
cepct.ktext
cepct.ltext
cepct.mandt
cepct.mctxt
cepct.operation_flag
cepct.prctr
cepct.recordstamp
cepct.spras
csks.abtei
csks.afunk
csks.anred
csks.bkzer
csks.bkzkp
csks.bkzks
csks.bkzob
csks.bukrs
csks.cckey
csks.cpd_templ
csks.cpi_templ
csks.datab
csks.datbi
csks.datlt
csks.drnam
csks.ersda
csks.etype
csks.ferc_ind
csks.func_area
csks.funkt
csks.gsber
csks.is_deleted
csks.jv_jibcl
csks.jv_jibsa
csks.jv_otype
csks.kalsm
csks.kappl
csks.khinr
csks.kokrs
csks.kompl
csks.kosar
csks.kostl
csks.koszschl
csks.kvewe
csks.land1
csks.logsystem
csks.mandt
csks.mgefl
csks.name1
csks.name2
csks.name3
csks.name4
csks.nkost
csks.objnr
csks.operation_flag
csks.ort01
csks.ort02
csks.pfach
csks.pkzer
csks.pkzkp
csks.pkzks
csks.prctr
csks.pstl2
csks.pstlz
csks.recid
csks.recordstamp
csks.regio
csks.scd_templ
csks.sci_templ
csks.skd_templ
csks.ski_templ
csks.spras
csks.stakz
csks.stras
csks.telbx
csks.telf1
csks.telf2
csks.telfx
csks.teltx
csks.telx1
csks.txjcd
csks.usnam
csks.verak
csks.verak_user
csks.vmeth
csks.vname
csks.waers
csks.werks
cskt.datbi
cskt.is_deleted
cskt.kokrs
cskt.kostl
cskt.ktext
cskt.ltext
cskt.mandt
cskt.mctxt
cskt.operation_flag
cskt.recordstamp
cskt.spras
dd03l.adminfield
dd03l.anonymous
dd03l.as4local
dd03l.as4vers
dd03l.checktable
dd03l.comptype
dd03l.conrout
dd03l.datatype
dd03l.dbposition
dd03l.decimals
dd03l.depth
dd03l.domname
dd03l.fieldname
dd03l.intlen
dd03l.inttype
dd03l.is_deleted
dd03l.keyflag
dd03l.languflag
dd03l.leng
dd03l.mandatory
dd03l.notnull
dd03l.operation_flag
dd03l.outputstyle
dd03l.position
dd03l.precfield
dd03l.recordstamp
dd03l.reffield
dd03l.reftable
dd03l.reftype
dd03l.rollname
dd03l.shlporigin
dd03l.tabletype
dd03l.tabname
ekbe.arewb
ekbe.arewr
ekbe.arewr_pop
ekbe.areww
ekbe.bamng
ekbe.bekkn
ekbe.belnr
ekbe.bewtp
ekbe.bldat
ekbe.bpmng
ekbe.bpmng_pop
ekbe.bpweb
ekbe.bpwes
ekbe.budat
ekbe.buzei
ekbe.bwart
ekbe.bwtar
ekbe.charg
ekbe.cpudt
ekbe.cputm
ekbe.dmbtr
ekbe.dmbtr_pop
ekbe.ebeln
ekbe.ebelp
ekbe.elikz
ekbe.ematn
ekbe.ernam
ekbe.et_upd
ekbe.etens
ekbe.evere
ekbe.fsh_collection
ekbe.fsh_season
ekbe.fsh_season_year
ekbe.fsh_theme
ekbe.gjahr
ekbe.grund
ekbe.hswae
ekbe.introw
ekbe.inv_item_origin
ekbe.is_deleted
ekbe.j_sc_die_comp_f
ekbe.knumv
ekbe.kudif
ekbe.lemin
ekbe.lfbnr
ekbe.lfgja
ekbe.lfpos
ekbe.logsy
ekbe.lsmeh
ekbe.lsmng
ekbe.mandt
ekbe.matnr
ekbe.menge
ekbe.menge_pop
ekbe.mwskz
ekbe.operation_flag
ekbe.packno
ekbe.qty_diff
ekbe.recordstamp
ekbe.reewr
ekbe.refwr
ekbe.retamt_fc
ekbe.retamt_lc
ekbe.retamtp_fc
ekbe.retamtp_lc
ekbe.rewrb
ekbe.saprl
ekbe.sgt_scat
ekbe.shkzg
ekbe.srvpos
ekbe.vbeln_st
ekbe.vbelp_st
ekbe.vgabe
ekbe.waers
ekbe.weora
ekbe.werks
ekbe.wesbb
ekbe.wesbs
ekbe.wkurs
ekbe.wrbtr
ekbe.wrbtr_pop
ekbe.wrf_charstc1
ekbe.wrf_charstc2
ekbe.wrf_charstc3
ekbe.xblnr
ekbe.xmacc
ekbe.xunpl
ekbe.xwoff
ekbe.xwsbr
ekbe.zekkn
ekes.charg
ekes.dabmg
ekes.ebeln
ekes.ebelp
ekes.ebtyp
ekes.eindt
ekes.ematn
ekes.erdat
ekes.estkz
ekes.etens
ekes.ezeit
ekes.fsh_salloc_qty
ekes.handoverdate
ekes.handovertime
ekes.imwrk
ekes.is_deleted
ekes.itml_lichn
ekes.kzdis
ekes.loekz
ekes.lpein
ekes.mahnz
ekes.mandt
ekes.menge
ekes.mprof
ekes.operation_flag
ekes.ormng
ekes.recordstamp
ekes.ref_etens
ekes.sgt_scat
ekes.uecha
ekes.uzeit
ekes.vbeln
ekes.vbeln_st
ekes.vbelp
ekes.vbelp_st
ekes.xblnr
eket.abart
eket.altdt
eket.ameng
eket.anzsn
eket.aulwe
eket.banfn
eket.bedat
eket.bnfpo
eket.budg_type
eket.cci
eket.cd_locno
eket.cd_loctype
eket.charg
eket.check_type
eket.chkom
eket.cncl_ancmnt_done
eket.dabmg
eket.dat01
eket.dateshift_number
eket.dl_id
eket.dng_date
eket.dng_time
eket.dno
eket.ebeln
eket.ebelp
eket.ecc
eket.eindt
eket.eldat
eket.eluhr
eket.estkz
eket.etenr
eket.fixkz
eket.fsh_os_id
eket.fsh_ralloc_qty
eket.fsh_salloc_qty
eket.geo_route
eket.glmng
eket.gts_ind
eket.handover_date
eket.handoverdate
eket.handovertime
eket.is_deleted
eket.key_id
eket.lddat
eket.lduhr
eket.licha
eket.lpein
eket.mahnz
eket.mandt
eket.mbdat
eket.mbuhr
eket.menge
eket.mng02
eket.no_scem
eket.nodisp
eket.operation_flag
eket.otb_curr
eket.otb_reason
eket.otb_res_value
eket.otb_spec_value
eket.otb_status
eket.otb_value
eket.pcci
eket.plc
eket.psel
eket.psen
eket.qunum
eket.qupos
eket.recordstamp
eket.route_gts
eket.rsnum
eket.sel
eket.sen
eket.sernr
eket.shm
eket.slfdt
eket.smb
eket.spr_rsn_profile
eket.tddat
eket.tduhr
eket.tsp
eket.uzeit
eket.verid
eket.wadat
eket.wamng
eket.wauhr
eket.wemng
eket.wesbb
ekkn.aa_final_ind
ekkn.aa_final_qty
ekkn.aa_final_qty_f
ekkn.aa_final_reason
ekkn.ablad
ekkn.aedat
ekkn.anln1
ekkn.anln2
ekkn.aplzl
ekkn.aplzl_ord
ekkn.aufnr
ekkn.aufpl
ekkn.aufpl_ord
ekkn.budget_pd
ekkn.dabrz
